央视频道,#genre#
深圳卫视,http://223.110.240.208:6610/gitv/live1/G_SHENZHEN-CQ/G_SHENZHEN-CQ.m3u8

湖北卫视,http://ott.mobaibox.com/PLTV/3/224/3221227495/index.m3u8
湖北卫视,http://223.110.240.208:6610/gitv/live1/G_HUBEI-CQ/G_HUBEI-CQ.m3u8

辽宁卫视,http://ott.mobaibox.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视,http://223.110.240.208:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ.m3u8

黑龙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫视,http://223.110.240.208:6610/gitv/live1/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ.m3u8

江西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228109/index.m3u8
江西卫视,http://223.110.240.208:6610/gitv/live1/G_JIANGXI-CQ/G_JIANGXI-CQ.m3u8

重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视,http://223.110.240.208:6610/cntv/live1/HD-8000k-1080P-chongqingstv/HD-8000k-1080P-chongqingstv.m3u8

东南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8

吉林卫视,http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8
四川卫视,http://ott.mobaibox.com/PLTV/3/224/3221228171/index.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8
河北卫视,http://ott.mobaibox.com/PLTV/3/224/3221228106/index.m3u8
河南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228221/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
云南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228169/index.m3u8
海南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8

凤凰中文,http://ott.mobaibox.com/PLTV/3/224/3221228057/index.m3u8
凤凰香港,http://ott.mobaibox.com/PLTV/3/224/3221228060/index.m3u8
凤凰资讯,http://ott.mobaibox.com/PLTV/3/224/3221228098/index.m3u8

NewTV,#genre#
潮妈辣婆,http://ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
中国功夫,http://ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
